datasheet_id|line|button|description|Unnamed: 4
4042|2||This models Astartes chainsword can be replaced with one of the following:1 bolt pistol1 plasma pistol1 accursed weapon1 power fist|
4042|3||This models bolt pistol and Astartes chainsword can be replaced with 1 paired accursed weapons.|
4043|1||For every 5 models in this unit, 1 Terminators combi-bolter can be replaced with one of the following:1 heavy flamer1 reaper autocannon|
4043|2||Any number of models can each have their combi-bolter replaced with 1 combi-weapon.|
4043|3||For every 5 models in this unit, 1 models combi-bolter and accursed weapon can be replaced with 1 paired accursed weapons.|
4043|4||For every 5 models in this unit, up to 3 models can each have their accursed weapon replaced with 1 power fist.|
4043|5||For every 5 models in this unit, 1 models accursed weapon can be replaced with 1 chainfist.|
4044|1||For every 5 models in this unit, up to 2 models can each have their bolt pistol replaced with 1 plasma pistol.|
4044|2||For every 5 models in this unit, up to 2 models can each have their boltgun replaced with 1 combi-weapon.|
4044|3||For every 5 models in this unit, 1 models boltgun and accursed weapon can be replaced with 1 paired accursed weapons.|
4044|4||For every 5 models in this unit, 1 model equipped with a boltgun can have its accursed weapon replaced with 1 power fist. That models boltgun cannot be replaced.|
4044|5||1 model can be equipped with 1 Chaos icon.|
4047|1|||
4048|1||This models Enforcer pistol can be replaced with one of the following:1 autogun1 lasgun1 shotgun|
4048|2||This models Enforcer melee weapon can be replaced with one of the following:1 power fist1 power weapon|
4049|1|||
4050|1||The Cultist Champions autopistol can be replaced with 1 bolt pistol.|
4051|1||The Cultist Champions autopistol can be replaced with 1 bolt pistol.|
4051|2||Any number of models can each have their autogun and close combat weapon replaced with 1 autopistol and 1 brutal assault weapon.|
4051|3||For every 10 models in this unit, 1 Chaos Cultists autogun can be replaced with 1 flamer.|
4051|4||For every 10 models in this unit, 1 Chaos Cultists autogun can be replaced with 1 heavy stubber.|
4051|5|| For every 10 models in this unit, 1 Chaos Cultists autogun can be replaced with 1 grenade launcher.|
4053|1||The Fellgor Champions bolt pistol can be replaced with 1 plasma pistol.|
4053|2||1 Fellgor Beastmans close combat weapon can be replaced with 1 great weapon.|
4053|3||1 Fellgor Beastmans close combat weapon can be replaced with 1 corrupted stave.|
4054|1||Up to 3 Traitor Guardsmen can each have their lasgun replaced with one of the following (duplicates are not allowed):1 Cultist grenade launcher1 flamer1 meltagun1 plasma gun1 Cultist sniper rifle|
4054|2||The Traitor Sergeants close combat weapon can be replaced with one of the following:1 chainsword1 power weapon|
4054|3||The Traitor Sergeants corrupted pistol can be replaced with 1 boltgun.|
4055|1|||
4056|1|||
4057|1|||
4058|1||Any numbers of models heavy stubbers can each be replaced with one of the following:1 autocannon1 heavy bolter1 lascannon1 missile launcher1 mortar|
4059|1|||
4060|1||One models Ogryn weapon can be replaced with 1 Ogryn power drill.|
4061|1|||
4063|1||The Havoc Champions Astartes chainsword can be replaced with one of the following:1 accursed weapon1 power fist|
4063|2||The Havoc Champions flamer can be replaced with one of the following:1 boltgun1 meltagun1 plasma gun1 plasma pistol1 accursed weapon1 power fist|
4063|3||Any number of Havocs can each have their Havoc autocannon or Havoc lascannon replaced with one of the following:1 Havoc autocannon1 Havoc heavy bolter1 Havoc lascannon1 Havoc missile launcher1 Havoc reaper chaincannon|
4064|1||The Aspiring Champions boltgun can be replaced with one of the following:1 plasma pistol*1 accursed weapon1 Astartes chainsword1 heavy melee weapon|
4064|2||The Aspiring Champions bolt pistol can be replaced with one of the following:1 plasma pistol*1 accursed weapon1 Astartes chainsword1 heavy melee weapon|
4064|3||1 model can be equipped with 1 Chaos icon.|
4064|4||Any number of Legionaries can each have their boltgun replaced with 1 Astartes chainsword.|
4064|5||One Legionarys boltgun can be replaced with 1 heavy melee weapon.|
4064|6||One Legionarys boltgun can be replaced with 1 balefire tome.|
4064|7||For every 5 models in this unit, 1 Legionarys boltgun can be replaced with one of the following (duplicates are not allowed):1 plasma pistol and 1 Astartes chainsword1 flamer1 havoc autocannon1 heavy bolter1 lascannon1 meltagun1 missile launcher1 plasma gun1 reaper chaincannon |
4064|8|*|* Maximum 1 per model.|
4066|1||1 model can be equipped with 1 Chaos icon.|
4067|1||The Raptor Champions bolt pistol can be replaced with 1 plasma pistol.|
4067|2||The Raptor Champions Astartes chainsword can be replaced with one of the following:1 accursed weapon1 heavy melee weapon|
4067|3||For every 5 models in this unit, up to 2 Raptors can each have their bolt pistol replaced with 1 plasma pistol (these models Astartes chainswords cannot be replaced).|
4067|4||For every 5 models in this unit, up to 2 Raptors can each have their Astartes chainsword replaced with 1 heavy melee weapon.|
4067|5||For every 5 models in this unit, 1 Raptor can replace their Astartes chainsword with 1 mutations.|
4067|6||Up to 2 Raptors can each have their Astartes chainsword replaced with one of the following options (you cannot select the same option more than once):1 flamer and 1 close combat weapon1 meltagun and 1 close combat weapon1 plasma gun and 1 close combat weapon|
4067|7||If this unit contains 10 models, up to 2 additional Raptors can each have their Astartes chainsword replaced with one of the following options (you cannot select the same option more than once):1 flamer and 1 close combat weapon1 meltagun and 1 close combat weapon1 plasma gun and 1 close combat weapon|
4069|1||This models bolt pistol can be replaced with one of the following:1 plasma pistol1 combi-bolter1 combi-weapon1 accursed weapon1 Astartes chainsword1 power fist|
4070|1||This models bolt pistol can be replaced with one of the following:1 plasma pistol1 combi-bolter1 combi-weapon1 accursed weapon1 Astartes chainsword1 power fist|
4071|1||This models bolt pistol can be replaced with one of the following:1 plasma pistol1 combi-bolter1 combi-weapon1 accursed weapon1 Astartes chainsword1 power fist|
4072|1||This models combi-bolter can be replaced with 1 combi-weapon.|
4072|2||This model can be equipped with 1 Chaos familiar.|
4073|1|||
4074|1||1 Missionary model can have its 1 plasma gun replaced with 1 meltagun.|
4074|2||1 Missionary model equipped with 1 plasma gun can be equipped with 1 holy fire (this models plasma gun cannot be replaced).|
4074|3||1 Sanctifier model can have its 1 Sanctifier melee weapon replaced with 1 Ministorum hand flamer and 1 close combat weapon.|
4074|4||1 Sanctifier model can have its 1 Sanctifier melee weapon replaced with 1 close combat weapon and 1 simulacrum imperialis.|
4075|1||1 Missionary model can have its 1 plasma gun replaced with 1 meltagun.|
4075|2||1 Missionary model equipped with 1 plasma gun can be equipped with 1 holy fire (this models plasma gun cannot be replaced).|
4075|3||1 Sanctifier model can have its 1 Sanctifier melee weapon replaced with 1 Ministorum hand flamer and 1 close combat weapon.|
4075|4||1 Sanctifier model can have its 1 Sanctifier melee weapon replaced with 1 close combat weapon and 1 simulacrum imperialis.|
4076|1||1 Goremongers chainblade can be replaced with 1 autopistol.|
4076|2||1 Goremongers chainblade can be replaced with 1 blood harpoon.|
4078|1||This models plasma pistol can be replaced with one of the following:1 power fist1 rapture lash|
4078|2||This models Phoenix power spear can be replaced with one of the following:1 master-crafted power sword1 screamer pistol|
4079|1||The Obsessionists bolt pistol can be replaced with 1 plasma pistol.|
4079|2||The Obsessionists power sword can be replaced with 1 rapture lash.|
4079|3||For every 5 models in this unit, 1 Tormentors boltgun can be replaced with 1 meltagun.|
4079|4||For every 5 models in this unit, 1 Tormentors boltgun can be replaced with 1 plasma gun.|
4079|5||1 Tormentor can be equipped with 1 icon of excess.|
4080|1||The Obsessionists bolt pistol can be replaced with 1 plasma pistol.|
4080|2||The Obsessionists power sword can be replaced with 1 rapture lash.|
4080|3||1 Infractor can be equipped with 1 icon of excess.|
4081|1||1 Chaos Terminators combi-bolter can be replaced with one of the following:1 heavy flamer1 reaper autocannon|
4081|2||Any number of models can each have their combi-bolter replaced with 1 combi-weapon.|
4081|3||1 models combi-bolter and accursed weapon can be replaced with 1 paired accursed weapons.|
4081|4||Up to 3 models can each have their accursed weapon replaced with 1 power fist.|
4081|5||1 models accursed weapon can be replaced with 1 chainfist.|
4082|1||This model can be equipped with one of the following:1 combi-bolter1 combi-weapon|
4082|2||This model can be equipped with 1 havoc launcher.|
4084|1||This models power sword can be replaced with 1 screamer pistol and 1 close combat weapon.|
4088|1||The Disharmonists sonic blaster can be replaced with 1 screamer pistol and 1 power sword.|
4088|2||Up to 2 Noise Marines can each replace their sonic blaster with 1 blastmaster.|
4091|1||This models lasher tendrils can be replaced with 2 magma cutters.|
4092|1||This models Hades autocannon can be replaced with 1 baleflamer.|
4093|1||This model can be equipped with one of the following:1 combi-bolter1 combi-weapon|
4093|2||This model can be equipped with 1 havoc launcher or can replace 1 combi-bolter with 1 havoc launcher.|
4095|1||1 Daemonette that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
4095|2||1 Daemonette that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
4097|1||This model can be equipped with one of the following:living whipritual knifeshining aegis|
4098|1||1 Seeker that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
4098|2||1 Seeker that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
4099|1||The Disharmonists sonic blaster can be replaced with 1 screamer pistol and 1 power sword.|
4099|2||Up to 2 Noise Marines can each replace their sonic blaster with 1 blastmaster.|
4100|1|||
4101|1|||
4102|1|||
4105|1||This models great axe of Khorne can be replaced with 1 axe of Khorne and one of the following:1 bloodflail1 lash of Khorne|
4106|1||1 Bloodletter that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
4106|2||1 Bloodletter that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
4107|1||1 Bloodcrusher that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
4107|2||1 Bloodcrusher that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
4108|1|||
4112|1||This models plague flail can be replaced with 1 bileblade.|
4112|2||This models bilesword can be replaced with 1 doomsday bell.|
4113|1||1 Plaguebearer that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
4113|2||1 Plaguebearer that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
4114|1||1 Plague Drone that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
