datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
3969|1|||Screening Line|"Once per turn, when an enemy unit ends a Normal, Advance or Fall Back move within 9"" of this unit, if this unit is not within Engagement Range of one or more enemy units, it can make a Normal move of up to 6""."|Datasheet||
3970|1|8339.0||||Core|D6|
3970|2|||Deathstrike Missile|In your Shooting phase, each time this model is selected to shoot, if it has not shot with its Deathstrike missile this battle, you can do one of the following in addition to resolving this models ranged attacks:Designate Target: If this model does not have a Deathstrike Target marker on the battlefield, place a unique Deathstrike Target marker for this model anywhere on the battlefield.Adjust Target: If this model has a Deathstrike Target marker on the battlefield, move that marker to anywhere else on the battlefield.|Datasheet||
3970|3|||Plasma Warhead|"The bearer can only shoot with this weapon in your Shooting phase, and only if it Remained Stationary this turn and you did not use its Deathstrike Missile ability to Designate Target or Adjust Target this phase. When the bearer shoots with this weapon, do not select a target. Instead, resolve this weapons attacks, rolling for each unit within 6"" of the centre of its Deathstrike Target marker individually."|Wargear profile||
3970|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3971|1|8339.0||||Core|D6+2|
3971|2|8334.0||||Core|6|
3971|3|||Close-range Titan Killer|Each time this models magma cannon targets a MONSTER or VEHICLE unit, that target is always considered to be within half range of that weapon.|Datasheet||
3972|1|||Rearm, Reload, Fire|While this unit is being affected by an Order, provided it Remained Stationary this turn, all Heavy weapons equipped by models in this unit have the [SUSTAINED HITS 1] ability.|Datasheet||
3973|1|8339.0||||Core|D6+2|
3973|2|||Close-quarters Warfare|This model does not suffer the penalty to its Hit rolls for making ranged attacks while enemy units are within Engagement Range of it.|Datasheet||
3974|1|8339.0||||Core|D6|
3974|2|||Flush Them Out|In your Shooting phase, after this model has shot, select one enemy unit that was hit by one or more of those attacks. Until the start of your next Shooting phase, that unit is scattered. While a unit is scattered, it cannot have the Benefit of Cover.|Datasheet||
3974|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3975|1|8339.0||||Core|D3|
3975|2|||Flak Battery|Each time this model makes an attack that targets a unit that can FLY, you can re-roll the Hit roll.|Datasheet||
3975|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3976|1|8344.0||||Core|"6"""|
3976|2|||Warrior Elite|Once per battle round, at the start of any phase, you can select one Order to affect this unit until the start of your next Command phase, in addition to any other Orders issued to this unit by an Officer model this battle round.|Datasheet||
3976|3|||Vox-caster|"Each time you target the bearers unit with a Stratagem, roll one D6, adding 1 to the result if there are one or more friendly Officer models within 6"": on a 5+, you gain 1CP."|Wargear||
3976|4|||Melta Mine|"Once per battle, at the start of any phase, you can select one enemy unit within 3"" of the bearer and roll one D6: on a 2+, that enemy unit suffers D3 mortal wounds, or 2D3 mortal wounds instead if it is a VEHICLE unit."|Wargear||
3977|1|8344.0||||Core|"6"""|
3977|2|||Grenadiers|Once per turn, you can target this unit with the Grenade Stratagem for 0CP.|Datasheet||
3977|3|||Remote Mine|"Once per battle, at the start of your Shooting phase, you can select one enemy unit within 9"" of and visible to the bearer and roll one D6: on a 3+, that enemy unit suffers D3 mortal wounds, or 2D3 mortal wounds instead if it is a VEHICLE or FORTIFICATIONS unit.Designers Note: Place a Remote Mine token next to the unit, removing it once this ability has been used."|Wargear||
3978|1|||Final Duty|While the Fire Coordinator model is on the battlefield, each time a Heavy Weapons Gunner model is destroyed, roll one D6: on a 3+, do not remove it from play. The destroyed model can shoot after the attacking models unit has finished making its attacks, and is then removed from play.|Datasheet||
3978|2|||EMBARKING|While embarked within a Transport, each Heavy Weapons Gunner model takes up the space of 2 models, and each weapon equipped by these models is considered to be 2 models weapons for the purposes of the Firing Deck ability.|Special ( )||
3979|1|8339.0||||Core|D3|
3979|2|||Armoured Spearhead|Each time this model makes an attack that targets an enemy unit, re-roll a Hit roll of 1 and, if that unit is within range of an objective marker you do not control, you can re-roll the Hit roll instead.|Datasheet||
3979|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3980|1|8339.0||||Core|D3|
3980|2|||Line-breaker|When making ranged attacks with its demolisher battle cannon, this model can target enemy units within Engagement Range of it (provided no other friendly units are also within Engagement Range of that enemy unit). In addition, when making ranged attacks, this model does not suffer the penalty to its Hit rolls for being within Engagement Range of one or more enemy units.|Datasheet||
3980|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3981|1|8339.0||||Core|D3|
3981|2|||Urban Warfare|Each time a ranged attack targets this model, if this model has the Benefit of Cover against that attack, subtract 1 from the Damage characteristic of that attack.|Datasheet||
3981|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3982|1|8339.0||||Core|D3|
3982|2|||Gung-ho Executioners|Each time this model makes an attack with its executioner plasma cannon that targets a unit that is Below Half-strength, add 1 to the Hit roll.|Datasheet||
3982|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3983|1|8339.0||||Core|D3|
3983|2|||Withering Hail|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks made with its exterminator autocannon. Until the end of the phase, each time a friendly ASTRA MILITARUM unit makes an attack that targets that enemy unit, improve the Armour Penetration characteristic of that attack by 1. The same enemy unit can only be affected by this ability once per phase.|Datasheet||
3983|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3984|1|8339.0||||Core|D3|
3984|2|||Mow Down the Enemy|Each time this model makes an attack with its punisher gatling cannon that targets an enemy unit (excluding MONSTERS and VEHICLES), that attack has the [DEVASTATING WOUNDS] ability.|Datasheet||
3984|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3985|1|8339.0||||Core|D3|
3985|2|||Tank-killer|Each time this model makes a ranged attack with its vanquisher battle cannon that targets a MONSTER or VEHICLE unit, you can re-roll the Wound roll.|Datasheet||
3985|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3986|1|8339.0||||Core|D3|
3986|2|||Furious Barrage|In your Shooting phase, after this model has shot, select one enemy unit (excluding MONSTERS and VEHICLES) that was hit by one or more of those attacks made with this models storm eagle rockets. Until the start of your next Shooting phase, that enemy unit is staggered. While a unit is staggered, subtract 1 from the Objective Control characteristic of models in that unit (to a minimum of 1).|Datasheet||
3986|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3987|1|8339.0||||Core|D6|
3987|2|||Ablative Plating|Once per battle, when an attack is allocated to this model, you change the Damage characteristic of that attack to 0.|Datasheet||
3988|1|8339.0||||Core|1|
3988|2|8344.0||||Core|"9"""|
3988|3|||Daring Recon|"At the start of your Shooting phase, select one enemy unit within 18"" of and visible to this unit. Until the end of the phase, each time a friendly ASTRA MILITARUM model makes an attack that targets that unit, re-roll a Hit roll of 1."|Datasheet||
3988|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3989|1|8339.0||||Core|D6+2|
3989|2|||Titan-killer|Each time this model makes a ranged attack with its volcano cannon that targets a MONSTER or VEHICLE unit, that attack has the [DEVASTATING WOUNDS] ability.|Datasheet||
3990|1|8339.0||||Core|D6+2|
3990|2|8334.0||||Core|12|
3990|3|||Mount Up!|"At the end of your opponents Movement phase, if there are no models currently embarked within this TRANSPORT, you can select one friendly Astra Militarum Infantry unit (excluding Artillery units) that is wholly within 6"" of this TRANSPORT. Unless that unit is within Engagement Range of one or more enemy units, it can embark within this TRANSPORT."|Datasheet||
3991|1|8339.0||||Core|D6+2|
3991|2|||Concussive Wave|"In your Shooting phase, just after selecting a target for this models Stormsword siege cannon, roll one D6 for the target unit and every other unit within 3"" of that unit: on a 5+, the unit being rolled for is struck by a concussive wave. After this model has finished making its attacks against that target unit this phase, each unit struck by a concussive wave suffers D3 mortal wounds."|Datasheet||
3992|1|8339.0||||Core|D3|
3992|2|||Suppression Bombardment|In your Shooting phase, after this model has shot, select one enemy unit (excluding MONSTERS and VEHICLES) that was hit by one or more of those attacks made with this models Wyvern quad stormshard mortar. Until the start of your next Shooting phase, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the Hit roll.|Datasheet||
3992|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3993|1|8339.0||||Core|1|
3993|2|||Demolition Charges|"Each time this model or an enemy unit ends a move, if this model is within 3"" of one or more enemy units, select one of those enemy units. This model is destroyed, but instead of rolling for its Deadly Demise ability, roll one D6: on a 2-5, that enemy unit suffers D3 mortal wounds; on a 6, that enemy unit suffers D6 mortal wounds."|Datasheet||
