faction_id|name|id|type|cp_cost|legend|turn|phase|detachment|detachment_id|description|Unnamed: 11
TYR|RAPID REGENERATION|8349002|Invasion Fleet  Battle Tactic Stratagem|1.0|Prey stare in horror as chitinous armour regrows and flesh, muscle and sinew knots back together.|Either players turn|Shooting or Fight phase|Invasion Fleet|748.0|WHEN: Your opponents Shooting phase or the Fight phase, just after an enemy unit has selected its targets.TARGET: One TYRANIDS unit from your army that was selected as the target of one or more of the attacking units attacks.EFFECT: Until the end of the phase, models in your unit have the Feel No Pain 6+ ability. If your unit is within Synapse Range of your army, models in your unit have the Feel No Pain 5+ ability instead.|
TYR|PREDATORY IMPERATIVE|8349006|Invasion Fleet  Strategic Ploy Stratagem|1.0|Guided by the instincts of leader-beasts, the swarm can be tasked with focusing its hunting instincts.|Your turn|Command phase|Invasion Fleet|748.0|WHEN: Your Command phase.TARGET: Up to two TYRANIDS units from your army that are within Synapse Range of your army, or one other TYRANIDS unit from your army.EFFECT: Select one Hyper-adaptation. Until the start of your next Command phase, that Hyper-adaptation is active for those selected units in addition to any other that may be active for your army.RESTRICTIONS: You cannot select the same Hyper-adaptation you selected at the start of the first battle round.|
TYR|DEATH FRENZY|8349004|Invasion Fleet  Strategic Ploy Stratagem|1.0|Tyranids care nothing for self-preservation, lashing out even in death.|Either players turn|Fight phase|Invasion Fleet|748.0|WHEN: Fight phase, just after an enemy unit has selected its targets.TARGET: One TYRANIDS unit from your army that was selected as the target of one or more of the attacking units attacks.EFFECT: Until the end of the phase, each time a model in your unit is destroyed, if that model has not fought this phase, roll one D6: on a 4+, do not remove it from play. The destroyed model can fight after the attacking models unit has finished making its attacks, and is then removed from play.|
TYR|OVERRUN|8349005|Invasion Fleet  Strategic Ploy Stratagem|1.0|Tyranids in battle form an unstoppable avalanche of flesh and chitin that buries the foe alive.|Either players turn|Fight phase|Invasion Fleet|748.0|"WHEN: Fight phase, just before a TYRANIDS unit from your army Consolidates.TARGET: That TYRANIDS unit.EFFECT: Until the end of the phase, each time your unit Consolidates, models in it can move an additional 3"" as long as your unit can end that move within Engagement Range of one or more enemy units. If your unit is within Synapse Range of your army and not within Engagement Range of any enemy units, instead of making that Consolidation move, it can make a Normal move of up to 6""."|
TYR|ENDLESS SWARM|8349007|Invasion Fleet  Strategic Ploy Stratagem|1.0|As the battle rages, more organisms pour in to bolster the swarms.|Your turn|Command phase|Invasion Fleet|748.0|WHEN: Your Command phase.TARGET: Up to two Endless Multitude units from your army that are within Synapse Range of your army, or one other ENDLESS MULTITUDE unit from your army.EFFECT: You can return up to D3+3 destroyed models to each of the selected units.|
TYR|RETREAT BELOW|10148007|Subterranean Assault  Strategic Ploy Stratagem|1.0|The network of tunnels beneath the battlefield enables Tyranid organisms to retreat from the foe and prepare further ambushes.|Opponents turn|Fight phase|Subterranean Assault|1057.0|WHEN: End of your opponents Fight phase.TARGET: One Tyranids unit or up to two Burrower units from your army that are not within Engagement Range of one or more enemy units.EFFECT: Remove your unit from the battlefield and place it into Strategic Reserves.|
TYR|SWARMING ASSAULT|10148006|Subterranean Assault  Strategic Ploy Stratagem|1.0|A hive fleets vanguard organisms favour mobility and aggression, keeping the foe on the back foot with repeated coordinated assaults.|Your turn|Charge phase|Subterranean Assault|1057.0|"WHEN: Your Charge phase.TARGET: One Tyranids Monster unit from your army that was set up as Reinforcements this turn.EFFECT: Until the end of the phase, friendly Tyranids units within 6"" of your unit can re-roll Charge rolls."|
TYR|TUNNEL NETWORK|10148005|Subterranean Assault  Strategic Ploy Stratagem|1.0|Taking advantage of freshly burrowed tunnels, Tyranid bioforms move swiftly across the landscape, emerging in unexpected locations.|Your turn|Movement phase|Subterranean Assault|1057.0|"WHEN: End of your Movement phase.TARGET: One Tyranids unit from your army that is wholly within 9"" of one or more of your Tunnel Markers and not within Engagement Range of one or more enemy units.EFFECT: Remove your unit from the battlefield and set it up again, wholly within 9"" of another Tunnel Marker you placed, and more than 6"" horizontally away from all enemy units."|
TYR|ENFILADING EMERGENCE|10148004|Subterranean Assault  Strategic Ploy Stratagem|1.0|Emerging from the depths, Tyranid bioforms level their weapon morphs and spit hissing volleys of living ammunition into the exposed backs of outflanked prey.|Your turn|Movement phase|Subterranean Assault|1057.0|WHEN: End of your Movement phase.TARGET: One Tyranids unit from your army that was set up as Reinforcements this turn.EFFECT: Until the end of your next Fight phase, weapons equipped by models in your unit have the [SUSTAINED HITS 1] and [IGNORES COVER] abilities.|
TYR|REPLENISHING SWARMS|10148003|Subterranean Assault  Wargear Stratagem|1.0|Scrambling through the tunnels come endless multitudes of warrior-beasts and harvester bioforms, spilling out of the depths to reinforce the teeming masses.|Your turn|Movement phase|Subterranean Assault|1057.0|"WHEN: Your Movement phase.TARGET: One Tyranids unit from your army, wholly within 9"" of one or more Tunnel Markers you placed.EFFECT: One model in your unit regains up to D3+1 lost wounds, or you can return up to D3+1 destroyed models with a Wounds characteristic of 1 to your unit, with their full wounds remaining, instead."|
TYR|ADAPTIVE OPTIMISATION|10148002|Subterranean Assault  Wargear Stratagem|1.0|On occasions where subterranean assaults are deemed tactically useful, the hive mind may spontaneously alter its burrowing organisms, enabling them to act as beacons for its will.|Either players turn|Command phase|Subterranean Assault|1057.0|WHEN: Command phase.TARGET: One Mawloc or Trygon unit from your army.EFFECT: Until the start of your next Command phase, your unit has the Synapse keyword.|
TYR|SYNAPTIC CHANNELLING|8556003|Synaptic Nexus  Battle Tactic Stratagem|1.0|Tyranids are one with the Hive Mind; individuality is a disadvantage that they surpass.|Either players turn|Command phase|Synaptic Nexus|773.0|"WHEN: Command phase.TARGET: One Synapse unit from your army.EFFECT: Until the end of the turn, while a friendly TYRANIDS unit is within 9"" of the selected unit, that unit is within Synapse Range of your army."|
TYR|IRRESISTIBLE WILL|8556004|Synaptic Nexus  Battle Tactic Stratagem|1.0|Whether paralysing its prey or forcing them to stumble out of cover with its force of will, or else puppeteering nearby warrior organisms, the leader-beast ensures the prey targets are struck down.|Either players turn|Shooting or Fight phase|Synaptic Nexus|773.0|"WHEN: Your Shooting phase or the Fight phase.TARGET: One Synapse unit from your army that has not been selected to shoot or fight this phase, and one enemy unit within 24"" of and visible to the SYNAPSE unit.EFFECT: Until the end of the phase, each time a friendly TYRANIDS model makes an attack that targets that enemy unit, if the attacking models unit is within 6"" of your SYNAPSE unit, re-roll a Hit roll of 1 and re-roll a Wound roll of 1."|
TYR|REINFORCED HIVE NODE|8556005|Synaptic Nexus  Battle Tactic Stratagem|1.0|Psionic shielding crackles around these leader-beasts, helping to ensure their survival.|Either players turn|Shooting or Fight phase|Synaptic Nexus|773.0|WHEN: Your opponents Shooting phase or the Fight phase, just after an enemy unit has selected its targets.TARGET: One Synapse unit from your army that was selected as the target of one or more of the attacking units attacks.EFFECT: Until the attacking unit has finished making its attacks, each time an attack targets your unit, worsen the Armour Penetration characteristic of that attack by 1.|
TYR|THE SMOTHERING SHADOW|8556002|Synaptic Nexus  Strategic Ploy Stratagem|1.0|In the heart of the swarms, the Shadow in the Warp can literally kill with its smothering power.|Either players turn|Any phase|Synaptic Nexus|773.0|"WHEN: Any phase, just after an enemy unit fails a Battle-shock test.TARGET: One Synapse unit from your army within 12"" of that enemy unit.EFFECT: Roll six D6: for each 3+, that enemy unit suffers 1 mortal wound."|
TYR|IMPERATIVE DOMINANCE|8556006|Synaptic Nexus  Strategic Ploy Stratagem|1.0|At need, the focused will of the Tyranid leader-beasts can goad warrior organisms to exhibit strategically beneficial behaviours at the instant they are needed most.|Your turn|Command phase|Synaptic Nexus|773.0|WHEN: Your Command phase.TARGET: One TYRANIDS unit from your army that is within Synapse Range of your army.EFFECT: Select one Synaptic Imperative, even if you have already selected that imperative this battle. Until the start of your next Command phase, that Synaptic Imperative is active for your unit instead of any other Synaptic Imperative that is active for your army.|
TYR|OVERRIDE INSTINCTS|8556007|Synaptic Nexus  Strategic Ploy Stratagem|1.0|The seemingly omniscient Hive Mind processes the sensory input of its swarms at an impossible rate, and compels its broods to react accordingly.|Your turn|Movement phase|Synaptic Nexus|773.0|WHEN: Your Movement phase.TARGET: One TYRANIDS unit from your army that is within Synapse Range of your army and made a Fall Back move this phase.EFFECT: Your unit is eligible to shoot and declare a charge this turn.|
TYR|BIO-ACID SURGE|9682002|Tyranid Attack  Battle Tactic Stratagem|1.0|Triggered by synaptic imperative, these warrior organisms'weapon limbs secrete dripping gouts of virulent bio-acid.|Either players turn|Fight phase|Tyranid Attack|973.0|WHEN: Fight phase.TARGET: One TYRANIDS unit from your army that is within Synapse Range of your army and has not been selected to fight this phase.EFFECT: Until the end of the phase, melee weapons equipped by models in your unit have the [SUSTAINED HITS 1] ability.|
TYR|HIVE SIGHT|9682005|Tyranid Attack  Strategic Ploy Stratagem|1.0|It is whispered amongst the fearful prey species that if one Tyranid can see you, they all can...|Your turn|Charge phase|Tyranid Attack|973.0|WHEN: Your Charge phase.TARGET: One TYRANIDS SYNAPSE unit from your army and one friendly TYRANIDS unit that has not declared a charge this phase.EFFECT: Select one enemy unit that is visible to your SYNAPSE unit. Until the end of the phase, each time your other unit declares a charge, it can include that enemy unit as a target of that charge, even if it is not visible to it, and when doing so, add 1 to the Charge roll.|
